date,pr,tasmax,tasmin,year,month
1949-09-01,16.23,33.89,20.19,1949,9
1949-10-01,2.2,28.56,12.48,1949,10
1949-11-01,2.13,22.0,5.69,1949,11
1949-12-01,7.31,17.98,2.75,1949,12
1950-01-01,52.83,16.37,2.02,1950,1
1950-02-01,19.3,15.77,1.53,1950,2
1950-03-01,28.1,22.55,8.37,1950,3
1950-04-01,22.89,27.81,13.14,1950,4
1950-05-01,12.1,34.61,19.53,1950,5
1950-06-01,6.42,36.9,22.92,1950,6
1950-07-01,65.66,35.38,23.54,1950,7
1950-08-01,48.11,33.85,22.25,1950,8
1950-09-01,28.2,31.85,18.17,1950,9
1950-10-01,2.18,29.23,12.94,1950,10
1950-11-01,2.99,22.27,6.07,1950,11
1950-12-01,1.28,15.99,0.66,1950,12
1951-01-01,15.18,16.19,1.58,1951,1
1951-02-01,22.9,17.46,3.3,1951,2
1951-03-01,40.27,23.01,9.03,1951,3
1951-04-01,22.92,27.57,12.9,1951,4
1951-05-01,23.34,33.88,19.0,1951,5
1951-06-01,9.93,35.96,22.02,1951,6
1951-07-01,24.81,35.74,23.92,1951,7
1951-08-01,45.02,34.18,22.24,1951,8
1951-09-01,4.14,33.58,19.89,1951,9
1951-10-01,5.05,31.77,16.17,1951,10
1951-11-01,9.06,24.86,8.38,1951,11
1951-12-01,5.64,19.63,4.42,1951,12
1952-01-01,19.56,16.71,2.45,1952,1
1952-02-01,24.47,19.86,5.78,1952,2
1952-03-01,21.39,23.6,9.38,1952,3
1952-04-01,13.78,30.94,16.29,1952,4
1952-05-01,7.4,34.9,19.85,1952,5
1952-06-01,12.91,37.11,23.01,1952,6
1952-07-01,55.22,35.32,23.36,1952,7
1952-08-01,26.97,33.57,21.94,1952,8
1952-09-01,6.23,32.44,18.7,1952,9
1952-10-01,1.1,29.58,12.68,1952,10
1952-11-01,2.18,23.68,7.29,1952,11
1952-12-01,15.45,18.27,2.93,1952,12
1953-01-01,23.03,16.56,1.53,1953,1
1953-02-01,21.62,20.48,6.2,1953,2
1953-03-01,17.41,25.96,12.07,1953,3
1953-04-01,17.51,30.1,15.37,1953,4
1953-05-01,15.35,34.39,19.79,1953,5
1953-06-01,22.14,37.01,23.06,1953,6
1953-07-01,45.24,36.11,23.94,1953,7
1953-08-01,79.83,34.1,22.31,1953,8
1953-09-01,18.72,32.72,18.89,1953,9
1953-10-01,7.22,29.32,13.03,1953,10
1953-11-01,4.3,24.01,7.94,1953,11
1953-12-01,13.79,20.48,5.8,1953,12
1954-01-01,42.97,16.02,1.5,1954,1
1954-02-01,58.29,18.32,4.54,1954,2
1954-03-01,20.27,24.11,9.96,1954,3
1954-04-01,17.15,29.92,15.16,1954,4
1954-05-01,9.53,35.35,20.09,1954,5
1954-06-01,10.31,37.02,23.15,1954,6
1954-07-01,31.22,35.32,23.71,1954,7
1954-08-01,24.34,34.54,23.07,1954,8
1954-09-01,43.0,33.06,19.49,1954,9
1954-10-01,6.72,28.06,11.9,1954,10
1954-11-01,4.1,23.89,7.98,1954,11
1954-12-01,3.54,18.41,2.8,1954,12
1955-01-01,28.09,16.18,1.89,1955,1
1955-02-01,8.12,19.78,5.01,1955,2
1955-03-01,40.98,25.33,11.67,1955,3
1955-04-01,7.6,28.22,13.39,1955,4
1955-05-01,24.99,32.52,17.91,1955,5
1955-06-01,7.31,36.5,22.88,1955,6
1955-07-01,27.24,35.65,23.6,1955,7
1955-08-01,76.58,33.86,22.43,1955,8
1955-09-01,35.39,32.88,19.45,1955,9
1955-10-01,6.14,28.86,12.87,1955,10
1955-11-01,1.15,23.85,7.09,1955,11
1955-12-01,16.77,19.0,4.12,1955,12
1956-01-01,32.64,15.88,1.78,1956,1
1956-02-01,16.23,19.1,4.5,1956,2
1956-03-01,51.52,23.59,9.98,1956,3
1956-04-01,30.27,29.81,15.24,1956,4
1956-05-01,1.95,36.32,21.0,1956,5
1956-06-01,34.91,36.31,22.54,1956,6
1956-07-01,115.09,33.78,22.08,1956,7
1956-08-01,71.67,32.86,21.58,1956,8
1956-09-01,10.9,33.07,19.84,1956,9
1956-10-01,17.82,28.73,12.69,1956,10
1956-11-01,1.62,23.58,6.59,1956,11
1956-12-01,13.46,18.22,3.49,1956,12
1957-01-01,56.09,14.82,1.67,1957,1
1957-02-01,12.57,17.03,3.23,1957,2
1957-03-01,32.19,22.88,8.96,1957,3
1957-04-01,44.68,27.14,13.17,1957,4
1957-05-01,23.41,31.73,17.28,1957,5
1957-06-01,16.62,35.78,22.13,1957,6
1957-07-01,25.98,35.5,23.8,1957,7
1957-08-01,41.49,33.91,22.4,1957,8
1957-09-01,8.2,31.93,18.26,1957,9
1957-10-01,11.47,29.09,13.25,1957,10
1957-11-01,20.88,23.79,8.19,1957,11
1957-12-01,31.83,18.3,3.73,1957,12
1958-01-01,24.27,18.04,3.96,1958,1
1958-02-01,9.18,19.18,4.46,1958,2
1958-03-01,14.2,25.23,10.73,1958,3
1958-04-01,12.69,31.47,16.94,1958,4
1958-05-01,11.89,33.91,19.13,1958,5
1958-06-01,11.11,37.28,23.11,1958,6
1958-07-01,59.07,35.69,24.06,1958,7
1958-08-01,23.54,34.48,22.96,1958,8
1958-09-01,31.43,32.79,19.44,1958,9
1958-10-01,3.76,29.52,13.48,1958,10
1958-11-01,7.3,23.5,7.57,1958,11
1958-12-01,52.7,19.23,5.01,1958,12
1959-01-01,33.16,16.05,1.73,1959,1
1959-02-01,31.47,17.39,3.75,1959,2
1959-03-01,22.55,25.14,10.83,1959,3
1959-04-01,21.95,30.51,15.53,1959,4
1959-05-01,29.96,33.89,19.33,1959,5
1959-06-01,6.62,37.15,23.32,1959,6
1959-07-01,109.81,34.65,22.97,1959,7
1959-08-01,45.01,34.37,22.96,1959,8
1959-09-01,32.59,33.55,19.98,1959,9
1959-10-01,7.32,30.95,14.83,1959,10
1959-11-01,21.56,23.12,7.44,1959,11
1959-12-01,16.67,17.88,2.95,1959,12
1960-01-01,11.99,16.52,1.68,1960,1
1960-02-01,13.57,21.16,6.24,1960,2
1960-03-01,39.76,22.19,8.37,1960,3
1960-04-01,27.78,27.77,13.58,1960,4
1960-05-01,12.89,33.78,18.86,1960,5
1960-06-01,8.68,37.25,23.17,1960,6
1960-07-01,58.18,35.24,23.51,1960,7
1960-08-01,34.22,34.76,22.96,1960,8
1960-09-01,15.73,33.21,19.85,1960,9
1960-10-01,0.99,29.66,13.33,1960,10
1960-11-01,4.88,23.35,7.22,1960,11
1960-12-01,25.99,18.08,2.51,1960,12
1961-01-01,30.1,16.76,2.5,1961,1
1961-02-01,28.76,16.73,2.74,1961,2
1961-03-01,14.27,24.71,10.42,1961,3
1961-04-01,34.94,28.29,13.73,1961,4
1961-05-01,13.96,34.64,19.45,1961,5
1961-06-01,22.21,36.42,22.46,1961,6
1961-07-01,92.07,35.42,23.6,1961,7
1961-08-01,45.93,34.33,22.7,1961,8
1961-09-01,38.24,33.72,20.36,1961,9
1961-10-01,8.36,28.99,12.75,1961,10
1961-11-01,8.69,22.63,6.28,1961,11
1961-12-01,11.52,17.98,2.52,1961,12
1962-01-01,6.66,16.06,0.99,1962,1
1962-02-01,16.26,20.14,5.42,1962,2
1962-03-01,24.2,24.54,9.83,1962,3
1962-04-01,19.99,30.16,15.45,1962,4
1962-05-01,13.64,34.21,19.26,1962,5
1962-06-01,10.42,36.75,22.43,1962,6
1962-07-01,43.61,35.51,23.8,1962,7
1962-08-01,45.44,34.18,22.69,1962,8
1962-09-01,41.47,31.47,18.24,1962,9
1962-10-01,3.53,28.85,12.67,1962,10
1962-11-01,9.5,22.7,6.56,1962,11
1962-12-01,22.51,17.9,2.37,1962,12
1963-01-01,1.33,17.57,1.76,1963,1
1963-02-01,14.07,21.04,6.77,1963,2
1963-03-01,35.54,24.26,9.86,1963,3
1963-04-01,29.29,29.28,14.89,1963,4
1963-05-01,32.79,32.76,18.32,1963,5
1963-06-01,5.19,37.33,23.49,1963,6
1963-07-01,20.81,36.16,24.38,1963,7
1963-08-01,27.38,34.31,22.99,1963,8
1963-09-01,12.61,32.7,19.09,1963,9
1963-10-01,3.6,30.79,14.91,1963,10
1963-11-01,14.33,24.39,8.87,1963,11
1963-12-01,11.67,18.78,3.54,1963,12
1964-01-01,34.65,13.43,-0.39,1964,1
1964-02-01,18.04,18.29,4.63,1964,2
1964-03-01,18.13,25.61,11.39,1964,3
1964-04-01,20.02,30.04,15.9,1964,4
1964-05-01,10.37,34.05,19.01,1964,5
1964-06-01,17.98,36.01,22.14,1964,6
1964-07-01,76.77,34.8,23.29,1964,7
1964-08-01,52.71,34.73,23.07,1964,8
1964-09-01,15.73,32.27,19.03,1964,9
1964-10-01,1.74,28.38,11.93,1964,10
1964-11-01,1.38,22.78,5.99,1964,11
1964-12-01,12.59,16.68,1.68,1964,12
1965-01-01,23.99,18.06,4.19,1965,1
1965-02-01,21.16,18.6,4.74,1965,2
1965-03-01,18.85,23.65,9.36,1965,3
1965-04-01,52.45,26.75,12.5,1965,4
1965-05-01,23.5,32.99,17.98,1965,5
1965-06-01,5.09,36.63,22.61,1965,6
1965-07-01,61.6,35.02,23.4,1965,7
1965-08-01,32.76,33.41,21.75,1965,8
1965-09-01,5.05,32.55,18.79,1965,9
1965-10-01,6.78,30.84,15.05,1965,10
1965-11-01,10.33,24.91,8.95,1965,11
1965-12-01,10.55,17.9,2.11,1965,12
1966-01-01,1.56,18.58,3.23,1966,1
1966-02-01,39.37,20.8,7.2,1966,2
1966-03-01,33.99,23.54,9.53,1966,3
1966-04-01,29.12,28.49,14.03,1966,4
1966-05-01,12.35,34.0,19.0,1966,5
1966-06-01,12.54,36.77,22.76,1966,6
1966-07-01,45.36,35.23,23.39,1966,7
1966-08-01,34.17,33.93,22.43,1966,8
1966-09-01,21.71,32.07,18.77,1966,9
1966-10-01,13.46,29.65,14.12,1966,10
1966-11-01,0.63,22.37,5.65,1966,11
1966-12-01,3.27,17.67,2.07,1966,12
1967-01-01,4.04,15.38,0.22,1967,1
1967-02-01,25.66,19.99,6.15,1967,2
1967-03-01,54.5,23.09,8.98,1967,3
1967-04-01,21.98,28.46,13.94,1967,4
1967-05-01,21.88,33.13,18.34,1967,5
1967-06-01,8.54,36.54,22.62,1967,6
1967-07-01,65.1,35.69,23.92,1967,7
1967-08-01,70.76,33.72,22.12,1967,8
1967-09-01,16.95,32.79,19.54,1967,9
1967-10-01,10.01,29.26,13.4,1967,10
1967-11-01,6.66,24.24,8.58,1967,11
1967-12-01,47.0,17.79,2.8,1967,12
1968-01-01,24.91,15.58,1.13,1968,1
1968-02-01,26.11,16.37,2.54,1968,2
1968-03-01,19.12,24.05,10.03,1968,3
1968-04-01,14.89,29.26,14.91,1968,4
1968-05-01,18.29,32.18,17.64,1968,5
1968-06-01,7.29,36.96,23.14,1968,6
1968-07-01,28.45,35.53,23.52,1968,7
1968-08-01,34.37,34.24,22.37,1968,8
1968-09-01,1.53,33.12,19.16,1968,9
1968-10-01,7.2,29.27,13.37,1968,10
1968-11-01,5.72,24.16,8.08,1968,11
1968-12-01,13.74,18.17,3.83,1968,12
1969-01-01,12.08,16.14,2.14,1969,1
1969-02-01,21.02,17.57,3.96,1969,2
1969-03-01,17.92,26.55,12.58,1969,3
1969-04-01,26.9,29.71,15.53,1969,4
1969-05-01,17.86,33.36,18.49,1969,5
1969-06-01,10.5,37.11,23.07,1969,6
1969-07-01,54.0,35.94,24.15,1969,7
1969-08-01,19.04,34.21,22.59,1969,8
1969-09-01,11.63,32.61,18.98,1969,9
1969-10-01,10.05,30.49,14.67,1969,10
1969-11-01,2.89,24.25,8.4,1969,11
1969-12-01,1.9,19.93,4.47,1969,12
1970-01-01,29.21,16.75,2.64,1970,1
1970-02-01,24.7,19.22,4.86,1970,2
1970-03-01,30.44,23.19,9.19,1970,3
1970-04-01,13.5,31.11,16.28,1970,4
1970-05-01,8.5,35.59,20.28,1970,5
1970-06-01,15.38,36.92,22.9,1970,6
1970-07-01,45.54,35.52,23.64,1970,7
1970-08-01,78.56,35.11,23.43,1970,8
1970-09-01,40.34,32.83,19.45,1970,9
1970-10-01,6.16,30.49,14.36,1970,10
1970-11-01,0.57,24.12,6.97,1970,11
1970-12-01,4.18,18.82,3.41,1970,12
1971-01-01,6.31,15.68,0.84,1971,1
1971-02-01,18.16,18.99,4.67,1971,2
1971-03-01,10.01,24.93,10.11,1971,3
1971-04-01,13.37,31.41,16.61,1971,4
1971-05-01,10.65,34.94,19.9,1971,5
1971-06-01,19.13,36.68,22.76,1971,6
1971-07-01,43.8,34.76,22.93,1971,7
1971-08-01,39.79,33.94,22.31,1971,8
1971-09-01,20.5,32.1,18.39,1971,9
1971-10-01,1.39,29.11,12.46,1971,10
1971-11-01,2.19,24.39,8.04,1971,11
1971-12-01,6.38,19.45,3.89,1971,12
1972-01-01,32.72,16.22,2.01,1972,1
1972-02-01,17.18,15.24,1.11,1972,2
1972-03-01,33.02,23.78,9.78,1972,3
1972-04-01,19.94,28.77,13.96,1972,4
1972-05-01,20.08,34.22,19.25,1972,5
1972-06-01,22.97,37.2,22.93,1972,6
1972-07-01,35.94,35.15,23.13,1972,7
1972-08-01,28.73,33.42,21.85,1972,8
1972-09-01,14.94,32.15,18.26,1972,9
1972-10-01,4.28,29.3,12.78,1972,10
1972-11-01,6.47,24.77,8.26,1972,11
1972-12-01,22.89,17.9,3.12,1972,12
1973-01-01,23.02,14.97,0.43,1973,1
1973-02-01,18.48,19.85,5.27,1973,2
1973-03-01,28.73,23.85,9.59,1973,3
1973-04-01,15.48,30.9,15.92,1973,4
1973-05-01,18.46,35.33,20.17,1973,5
1973-06-01,6.35,37.96,23.94,1973,6
1973-07-01,85.63,35.22,23.39,1973,7
1973-08-01,61.98,34.02,22.37,1973,8
1973-09-01,18.85,33.07,19.5,1973,9
1973-10-01,2.59,29.52,12.83,1973,10
1973-11-01,0.65,24.13,6.94,1973,11
1973-12-01,13.78,17.89,2.23,1973,12
1974-01-01,16.83,15.77,1.6,1974,1
1974-02-01,29.39,15.81,2.26,1974,2
1974-03-01,10.59,25.65,11.38,1974,3
1974-04-01,13.38,31.0,16.23,1974,4
1974-05-01,14.1,34.19,19.3,1974,5
1974-06-01,19.56,36.02,22.17,1974,6
1974-07-01,38.33,35.62,23.81,1974,7
1974-08-01,23.42,34.51,22.81,1974,8
1974-09-01,10.55,33.25,19.7,1974,9
1974-10-01,1.59,28.63,11.95,1974,10
1974-11-01,1.0,23.66,6.76,1974,11
1974-12-01,15.03,17.11,2.53,1974,12
1975-01-01,25.66,15.37,0.85,1975,1
1975-02-01,24.32,17.37,3.39,1975,2
1975-03-01,27.15,22.78,8.56,1975,3
1975-04-01,20.14,29.2,14.66,1975,4
1975-05-01,17.55,34.51,19.51,1975,5
1975-06-01,23.31,35.99,22.08,1975,6
1975-07-01,58.93,34.87,22.84,1975,7
1975-08-01,96.64,33.94,22.44,1975,8
1975-09-01,37.68,32.43,19.17,1975,9
1975-10-01,3.84,29.69,13.32,1975,10
1975-11-01,2.77,22.77,6.29,1975,11
1975-12-01,7.83,18.69,3.38,1975,12
1976-01-01,22.95,17.4,2.84,1976,1
1976-02-01,41.77,17.77,4.39,1976,2
1976-03-01,46.55,22.25,8.66,1976,3
1976-04-01,20.99,28.76,14.19,1976,4
1976-05-01,8.01,34.5,19.28,1976,5
1976-06-01,19.47,35.93,21.81,1976,6
1976-07-01,69.79,35.74,23.51,1976,7
1976-08-01,88.33,33.61,21.65,1976,8
1976-09-01,44.8,32.69,19.14,1976,9
1976-10-01,6.15,30.28,14.72,1976,10
1976-11-01,1.26,23.45,7.25,1976,11
1976-12-01,3.54,18.35,3.14,1976,12
1977-01-01,40.52,14.98,1.39,1977,1
1977-02-01,3.71,19.26,4.31,1977,2
1977-03-01,4.94,26.94,11.55,1977,3
1977-04-01,23.7,30.52,15.39,1977,4
1977-05-01,13.56,33.96,18.81,1977,5
1977-06-01,30.08,36.69,22.56,1977,6
1977-07-01,73.63,35.4,23.57,1977,7
1977-08-01,36.65,34.1,22.46,1977,8
1977-09-01,28.31,32.42,18.68,1977,9
1977-10-01,6.81,30.9,15.16,1977,10
1977-11-01,9.82,25.41,9.63,1977,11
1977-12-01,10.76,19.78,4.75,1977,12
1978-01-01,18.25,16.11,1.25,1978,1
1978-02-01,15.36,18.24,4.11,1978,2
1978-03-01,39.62,22.6,8.24,1978,3
1978-04-01,14.8,30.57,15.51,1978,4
1978-05-01,8.11,36.02,20.78,1978,5
1978-06-01,18.91,37.61,23.5,1978,6
1978-07-01,145.95,34.38,22.54,1978,7
1978-08-01,57.25,34.11,22.46,1978,8
1978-09-01,13.42,32.82,19.07,1978,9
1978-10-01,1.48,29.9,13.61,1978,10
1978-11-01,17.82,23.8,8.26,1978,11
1978-12-01,4.04,19.65,4.25,1978,12
1979-01-01,27.75,17.05,2.66,1979,1
1979-02-01,38.94,18.31,4.14,1979,2
1979-03-01,41.53,21.89,8.12,1979,3
1979-04-01,25.08,30.79,16.19,1979,4
1979-05-01,18.66,32.23,17.72,1979,5
1979-06-01,11.67,37.27,23.29,1979,6
1979-07-01,23.84,36.1,24.06,1979,7
1979-08-01,67.13,33.58,22.2,1979,8
1979-09-01,15.61,32.44,18.71,1979,9
1979-10-01,4.55,30.21,13.93,1979,10
1979-11-01,10.09,23.98,7.76,1979,11
1979-12-01,22.9,19.08,4.33,1979,12
1980-01-01,17.25,16.55,2.34,1980,1
1980-02-01,25.36,19.05,5.45,1980,2
1980-03-01,39.1,22.93,9.18,1980,3
1980-04-01,8.31,31.69,16.89,1980,4
1980-05-01,11.72,35.11,20.14,1980,5
1980-06-01,27.77,37.06,23.09,1980,6
1980-07-01,57.87,35.59,23.61,1980,7
1980-08-01,34.33,34.49,22.77,1980,8
1980-09-01,17.48,32.91,19.12,1980,9
1980-10-01,10.06,30.37,14.55,1980,10
1980-11-01,10.57,24.28,8.21,1980,11
1980-12-01,14.95,19.04,4.02,1980,12
1981-01-01,27.23,17.2,2.84,1981,1
1981-02-01,28.09,19.49,5.26,1981,2
1981-03-01,58.12,23.93,9.74,1981,3
1981-04-01,23.76,31.03,15.9,1981,4
1981-05-01,16.24,35.08,19.89,1981,5
1981-06-01,8.68,37.09,23.01,1981,6
1981-07-01,81.04,35.03,23.54,1981,7
1981-08-01,38.03,34.05,22.37,1981,8
1981-09-01,6.01,33.32,19.16,1981,9
1981-10-01,8.0,29.1,12.89,1981,10
1981-11-01,5.69,23.71,6.93,1981,11
1981-12-01,3.51,19.43,3.89,1981,12
1982-01-01,25.48,16.83,2.52,1982,1
1982-02-01,39.05,16.58,3.03,1982,2
1982-03-01,62.22,21.45,7.66,1982,3
1982-04-01,23.8,29.28,14.36,1982,4
1982-05-01,26.43,32.88,17.82,1982,5
1982-06-01,6.13,36.84,22.56,1982,6
1982-07-01,29.9,36.03,23.82,1982,7
1982-08-01,58.05,34.19,22.65,1982,8
1982-09-01,5.2,32.62,18.77,1982,9
1982-10-01,15.8,30.13,14.39,1982,10
1982-11-01,22.24,23.58,8.12,1982,11
1982-12-01,25.79,18.02,3.25,1982,12
1983-01-01,17.13,16.62,1.95,1983,1
1983-02-01,24.43,18.0,3.43,1983,2
1983-03-01,33.96,22.1,7.93,1983,3
1983-04-01,49.08,27.1,12.46,1983,4
1983-05-01,23.58,34.21,18.93,1983,5
1983-06-01,13.04,36.79,22.55,1983,6
1983-07-01,57.18,35.58,23.58,1983,7
1983-08-01,102.35,34.48,22.93,1983,8
1983-09-01,15.82,33.89,20.25,1983,9
1983-10-01,5.44,29.5,12.79,1983,10
1983-11-01,0.95,24.52,7.17,1983,11
1983-12-01,8.67,18.36,3.07,1983,12
1984-01-01,7.69,15.94,1.47,1984,1
1984-02-01,15.33,16.03,2.07,1984,2
1984-03-01,23.89,25.92,11.58,1984,3
1984-04-01,19.67,30.52,15.71,1984,4
1984-05-01,12.76,35.68,20.61,1984,5
1984-06-01,10.87,37.76,23.65,1984,6
1984-07-01,49.42,35.05,23.14,1984,7
1984-08-01,76.67,34.49,22.62,1984,8
1984-09-01,28.8,31.91,18.36,1984,9
1984-10-01,1.4,28.51,11.98,1984,10
1984-11-01,6.41,24.08,8.07,1984,11
1984-12-01,12.29,17.8,3.33,1984,12
1985-01-01,14.5,16.56,2.5,1985,1
1985-02-01,4.71,20.07,5.55,1985,2
1985-03-01,11.17,25.54,11.46,1985,3
1985-04-01,31.69,29.91,15.23,1985,4
1985-05-01,12.45,34.54,19.8,1985,5
1985-06-01,7.43,36.9,23.0,1985,6
1985-07-01,57.36,35.07,23.47,1985,7
1985-08-01,52.86,33.48,22.34,1985,8
1985-09-01,4.65,32.67,19.0,1985,9
1985-10-01,7.36,28.72,13.1,1985,10
1985-11-01,1.66,24.25,8.14,1985,11
1985-12-01,31.79,18.5,4.04,1985,12
1986-01-01,5.08,16.02,1.29,1986,1
1986-02-01,32.66,17.75,4.02,1986,2
1986-03-01,37.14,22.55,8.92,1986,3
1986-04-01,20.22,29.7,15.3,1986,4
1986-05-01,14.49,34.02,19.32,1986,5
1986-06-01,23.53,36.6,23.23,1986,6
1986-07-01,45.06,34.58,23.1,1986,7
1986-08-01,96.69,33.15,21.89,1986,8
1986-09-01,9.23,32.29,18.71,1986,9
1986-10-01,3.82,30.16,14.35,1986,10
1986-11-01,23.34,24.12,8.6,1986,11
1986-12-01,17.09,16.82,2.42,1986,12
1987-01-01,6.69,17.63,2.62,1987,1
1987-02-01,26.01,19.64,5.41,1987,2
1987-03-01,46.65,24.08,10.55,1987,3
1987-04-01,17.92,29.91,15.5,1987,4
1987-05-01,27.32,32.32,17.79,1987,5
1987-06-01,25.64,36.21,22.64,1987,6
1987-07-01,19.73,35.6,24.07,1987,7
1987-08-01,23.46,35.32,23.69,1987,8
1987-09-01,3.87,34.02,20.71,1987,9
1987-10-01,17.25,29.43,14.14,1987,10
1987-11-01,0.41,24.86,8.41,1987,11
1987-12-01,4.31,19.24,3.86,1987,12
1988-01-01,17.3,17.91,3.72,1988,1
1988-02-01,14.8,19.84,6.08,1988,2
1988-03-01,45.06,23.67,10.04,1988,3
1988-04-01,7.69,31.35,16.73,1988,4
1988-05-01,3.36,36.28,21.37,1988,5
1988-06-01,16.93,37.26,23.42,1988,6
1988-07-01,100.89,35.42,23.88,1988,7
1988-08-01,56.2,34.05,22.76,1988,8
1988-09-01,24.43,33.35,20.01,1988,9
1988-10-01,3.79,29.73,13.79,1988,10
1988-11-01,0.75,24.62,8.11,1988,11
1988-12-01,17.21,19.65,4.75,1988,12
1989-01-01,15.21,15.66,1.04,1989,1
1989-02-01,11.14,17.31,3.38,1989,2
1989-03-01,36.98,23.13,9.19,1989,3
1989-04-01,8.78,28.53,13.89,1989,4
1989-05-01,16.55,33.48,18.62,1989,5
1989-06-01,15.33,36.1,22.47,1989,6
1989-07-01,107.0,34.73,23.32,1989,7
1989-08-01,45.71,33.62,22.07,1989,8
1989-09-01,12.02,32.88,19.14,1989,9
1989-10-01,2.38,30.03,13.85,1989,10
1989-11-01,8.95,24.56,8.76,1989,11
1989-12-01,23.1,18.86,4.36,1989,12
1990-01-01,34.16,18.15,4.43,1990,1
1990-02-01,49.06,18.41,5.05,1990,2
1990-03-01,28.84,22.99,8.77,1990,3
1990-04-01,15.71,29.67,15.35,1990,4
1990-05-01,11.92,35.53,20.9,1990,5
1990-06-01,9.76,37.02,23.18,1990,6
1990-07-01,26.38,35.41,23.65,1990,7
1990-08-01,83.3,34.37,22.85,1990,8
1990-09-01,38.13,33.46,19.91,1990,9
1990-10-01,4.41,29.17,13.19,1990,10
1990-11-01,4.43,24.82,8.32,1990,11
1990-12-01,30.64,18.55,3.72,1990,12
1991-01-01,18.47,16.32,2.37,1991,1
1991-02-01,38.22,17.59,4.15,1991,2
1991-03-01,35.07,23.4,9.95,1991,3
1991-04-01,31.19,28.87,14.55,1991,4
1991-05-01,26.88,33.57,19.11,1991,5
1991-06-01,10.22,36.79,23.15,1991,6
1991-07-01,19.45,36.11,24.31,1991,7
1991-08-01,19.72,34.3,22.67,1991,8
1991-09-01,25.44,32.75,19.4,1991,9
1991-10-01,2.75,28.98,13.06,1991,10
1991-11-01,4.55,24.12,8.04,1991,11
1991-12-01,10.24,19.33,5.28,1991,12
1992-01-01,44.28,16.52,2.85,1992,1
1992-02-01,27.93,18.3,4.34,1992,2
1992-03-01,31.78,22.41,9.05,1992,3
1992-04-01,37.89,28.06,13.91,1992,4
1992-05-01,21.09,33.28,18.78,1992,5
1992-06-01,5.42,37.36,23.54,1992,6
1992-07-01,43.58,35.13,23.4,1992,7
1992-08-01,63.72,33.38,22.15,1992,8
1992-09-01,31.03,31.66,18.36,1992,9
1992-10-01,8.9,29.32,13.68,1992,10
1992-11-01,7.04,24.39,8.23,1992,11
1992-12-01,12.82,20.17,5.66,1992,12
1993-01-01,26.4,16.17,2.25,1993,1
1993-02-01,12.43,20.73,7.2,1993,2
1993-03-01,26.42,22.65,9.04,1993,3
1993-04-01,16.5,30.03,15.43,1993,4
1993-05-01,11.13,35.28,20.76,1993,5
1993-06-01,19.32,36.91,23.14,1993,6
1993-07-01,71.28,34.95,23.42,1993,7
1993-08-01,10.77,34.53,22.96,1993,8
1993-09-01,16.2,33.24,19.89,1993,9
1993-10-01,2.25,29.52,13.49,1993,10
1993-11-01,9.07,24.97,9.28,1993,11
1993-12-01,1.08,19.87,4.64,1993,12
1994-01-01,15.9,17.39,3.33,1994,1
1994-02-01,23.49,18.35,4.58,1994,2
1994-03-01,19.56,25.65,11.73,1994,3
1994-04-01,23.04,28.68,14.31,1994,4
1994-05-01,17.97,34.98,20.38,1994,5
1994-06-01,20.88,37.37,23.59,1994,6
1994-07-01,101.37,34.66,23.16,1994,7
1994-08-01,73.95,34.05,22.67,1994,8
1994-09-01,41.61,31.27,18.03,1994,9
1994-10-01,9.69,28.8,13.22,1994,10
1994-11-01,1.62,25.46,9.56,1994,11
1994-12-01,23.16,18.56,3.95,1994,12
1995-01-01,10.76,16.47,2.18,1995,1
1995-02-01,25.9,19.15,5.31,1995,2
1995-03-01,23.72,22.45,8.82,1995,3
1995-04-01,38.92,28.17,13.89,1995,4
1995-05-01,11.61,34.39,19.75,1995,5
1995-06-01,14.02,37.55,23.85,1995,6
1995-07-01,99.7,35.27,23.77,1995,7
1995-08-01,55.22,34.17,22.86,1995,8
1995-09-01,17.93,32.84,19.5,1995,9
1995-10-01,11.13,30.36,14.83,1995,10
1995-11-01,5.05,24.31,7.76,1995,11
1995-12-01,18.34,18.09,4.01,1995,12
1996-01-01,26.45,16.12,2.14,1996,1
1996-02-01,36.32,19.54,5.8,1996,2
1996-03-01,38.93,24.59,11.53,1996,3
1996-04-01,21.05,30.0,15.7,1996,4
1996-05-01,30.9,33.23,18.79,1996,5
1996-06-01,44.31,36.04,22.58,1996,6
1996-07-01,32.63,35.13,23.53,1996,7
1996-08-01,53.71,33.49,22.17,1996,8
1996-09-01,12.49,33.26,19.94,1996,9
1996-10-01,11.16,29.18,13.26,1996,10
1996-11-01,3.63,23.19,6.88,1996,11
1996-12-01,5.35,18.68,2.71,1996,12
1997-01-01,17.95,16.56,1.89,1997,1
1997-02-01,5.54,19.28,4.79,1997,2
1997-03-01,35.58,23.33,9.8,1997,3
1997-04-01,35.19,28.08,13.78,1997,4
1997-05-01,16.83,32.31,17.74,1997,5
1997-06-01,32.81,35.25,21.75,1997,6
1997-07-01,56.24,35.82,23.98,1997,7
1997-08-01,80.35,33.81,22.2,1997,8
1997-09-01,10.99,33.13,19.73,1997,9
1997-10-01,21.82,28.17,12.87,1997,10
1997-11-01,6.52,23.72,8.2,1997,11
1997-12-01,12.71,17.4,3.18,1997,12
1998-01-01,29.16,16.67,2.77,1998,1
1998-02-01,32.1,18.6,5.06,1998,2
